year,text
2013-05-30, The 4 floor climb up to the girls dorm was a bit trecherous, but once up there the room was amazing. The staff could have done with having a bit more local knowledge altrhough I found them very friendly. Overall- a very good stay.The best thing has to be the location!
2013-05-25, The staff were rude, and I felt very unsafe and scared there.
2013-05-24, Not impressed... Bring your own blanket they don't clean the ones left on the bed... Also don't forget shower shoes
2013-07-21, The 10 bed female dorm was huge, and it was nice that the beds were not bunks. It was good to have a kitchen in the same room, however, the cooker was out of order. The staff were not friendly when we were checking in, and we were also told we would not be able to have lockers. The big windows that faced out onto the street had to be kept open because of the heat, but it was v noisy at night. The location was good, the dorm atmosphere was friendly, but would've been good to have a common room.
2013-06-10, The hostel is painted in crazy bright colors, and looks like it was a fun place once; but everything from the lack of common space to the awkward shower/bathrooms and not even tea made this one of the worst hostels I've stayed in. The location is convenient, though--a couple blocks from the main train station.
2013-05-18, It was very nice staying in Aivengo Hostel.\r The only thing to criticize are the bedclothes because the could not have been changed. In other words that is not really hygienic.
2013-05-19, Very fun and colorful hostel! Some of the mattresses in the big dorms are a bit saggy, but the atmosphere was really nice.\r The only thin I missed was a common room or a real kitchen, but for the price you really cannot complain. Will stay again when I'm in Amsterdam next time!
2013-05-26, price and location were good, this is not a bad hostel but the beds were not the most comfortable and i dont think they should be listed as having a kitchen, as it is a fridge and a microwave so you cant really cook proper meals. no toilet seats too
2013-05-16, the staff were super unfriendly and had no suggestions of good places to go and did not want to socialize, which is not what a hostel should be like. but the room was nice, but a bit overpriced.
2013-05-06, Good hostel! Good location as well.
2013-05-05, Good hostel,Location is great.only the badhroom and toilets not clean so much.
2013-05-05, Cool location. Too bad that there are no toilet seats. clean and good value.
2013-05-17, It was very cold, there were no heat on and no real blankets, the pillow and the bed was not very good also. There is no louge in the hostel and the female dorm is on the 4th floor, no elevator, different entrance, didn't feel very safe. It was not what I expected form the information on hostelworld.com and from the photos.
2013-05-14, Great room with kitchenette and great Dutch row house character. Located just outside of the red light district 5 minutes away from both the train station and the main square, it was the perfect location to start exploring Amsterdam.
2013-05-01, it is good for sleeping.
2013-04-23, Everything is lovely, but there're no lifts! I lived on the 5th floor and no lift!
2009-06-06, Fantastically managed. We were always asked if we needed anything- which we never did. Well equipped kitchen. Our expectations were exceeded.
2013-05-24, I knew it was going to be an interesting experience staying in a 20 bed dorm room, however this hostel was worse than expected. The beds were uncomfortable like sleeping directly on the springs, they may say there are kitchen facilities but its a bar fridge in a corner with a kettle and microwave directly that is opposite the showers. Each morning at 9am, regardless if you are checking out, the staff open the doors to the room and play loud music to make sure people wake 1 hour before checkout.
